ID,Date,SCORE,ForwardHead,LeftArmFallForward,RightArmFallForward,LeftShoulderElevation,RightShoulderElevation,ExcessiveForwardLean,LeftAsymmetricalWeightShift,RightAsymmetricalWeightShift,LeftKneeMovesInward,RightKneeMovesInward,LeftKneeMovesOutward,RightKneeMovesOutward,LeftHeelRises,RightHeelRises
7e7958e1-2491-44c8-b286-c5af820745e1.Kinect,9/11/2018,0.576562252981355,0.26,1.26,1.04,0.39,0.33,1.14,0,0,0,0.01,0,0,0,0
3f042d14-b242-4dd5-9c2c-ee7e0930cdc1.Kinect,7/26/2018,0.470016099416202,0.03,0.78,0.46,0,1.01,1.01,0.04,0,0.14,0.67,0,0,0,0
bc422acc-7467-4c2a-8f8a-50b36718bdb9.Kinect,8/13/2018,0.387473439896134,0,0.93,0.89,0,1,0.59,1.5,0,0,0,0,0,0,0
abffe186-cca6-4b78-bc05-982dbb57d960.Kinect,6/20/2018,0.579429103502085,0.06,1.5,1.29,0.01,0.5,0,0,0,0.66,1.06,0,0,0,0
e7dda25d-bd2b-49ef-b26b-8670fd986811.Kinect,9/26/2018,0.503788154321357,0,1.5,1.5,0.02,0.57,0,0,0.58,0.2,0.64,0,0,0.1,0.01
1e9bbfa3-2ba8-47d6-b208-477c023b7171.Kinect,8/20/2018,0.555502969521786,1.23,0.86,0.93,0,0,1.13,0,0,0,0,0,0,0,0
7c7ef440-7fda-4443-8147-ec66d94a510b.Kinect,8/23/2018,0.40745174991816,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
22a4d17f-8662-4174-9a7a-2874f946566e.Kinect,6/1/2018,0.843050152807653,0.07,1.09,1.11,0.34,0,0,0,0,0.02,0,0,0,0,0
164b1806-87de-4192-b0cc-74ca480730d9.Kinect,9/11/2018,0.745461336728372,0,1.08,1.31,0.45,1.23,0,0,0,0,0,0,0,0,0
adc35e2f-1faa-4f82-8b4a-6dadcba3163a.Kinect,8/21/2018,0.837170911962829,0.04,1.11,1.38,0.02,0.13,0,0.02,0,0,0,0,0,0,0
287beefd-ffb8-484e-848d-9fb4e54f4c10.Kinect,8/29/2018,0.752289492930885,0,0.52,0.15,0.12,0.52,0,0.55,0,0,0,0.15,0,0,0
4ed1fbf0-5974-49c5-a7d9-640e2c815e40.Kinect,7/31/2018,0.252430296555091,0,1.41,1.34,1.45,1.5,1.48,0,0,0.64,0.01,0,0.79,0,0
096ce5b0-6c21-4bbd-96d1-8fb5a26911d1.Kinect,8/24/2018,0.398384465477358,0.05,1.5,1.5,0,0,0,0,0,0.01,0,0.21,1.5,0.07,0.36
685e9e55-f40f-4f15-920a-5eb8ae32473f.Kinect,8/15/2018,0.0768423496781658,0,1,0.01,0,0,0,0,0,0,0,1.34,1.5,0.21,1.3
13f2c737-8c6f-4f12-a8e7-c1b34243fad1.Kinect,6/19/2018,0.423945747554226,1.19,0.56,1.15,0.18,0.01,0,0.92,0,0,0.68,0,0,0,0
44f99dfe-7ea7-4f20-ab5c-4d8ae0a8d4b0.Kinect,7/24/2018,0.669514660424502,0,0.83,0.31,0,0.23,0.87,0,0,0.23,0.04,0,0,0,0
2112cc51-accf-4a52-b6c1-224a9e4bb2e6.Kinect,8/15/2018,0.407280200192441,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
cc34174e-c1cf-4660-9ad0-fc977634fd74.Kinect,6/19/2018,0.796938477625983,0,0.25,0.24,1.5,1.42,0,0.07,0,0,0.06,0,0,0,0
f31c4680-1440-49c3-ac95-3c9f6e984855.Kinect,7/18/2018,0.64759636729548,0.15,0.11,0.02,0.18,1.1,0,0.12,0,0,0.94,0,0,0,0
0c1cf69d-ec0b-413b-8585-9130c12b2483.Kinect,10/15/2018,0.60861240922244,1.39,1.39,1.26,0,0,0,0,0.55,0,0,0,0,0,0
ce77b3ed-2422-4620-9142-2ba0d785bef0.Kinect,7/11/2018,0.253979798452958,1.26,1.39,1.44,0.99,1.4,1.5,0,0.11,0.05,0.04,0,0,0,0
04cb71e6-a79f-42d6-bbdc-1681bf9f3c82.Kinect,6/20/2018,0.517291096968241,0.9,1.43,1.5,0.04,0.08,0,0,0,0,1.16,0,0,0,0
4baf6f57-c98a-423d-ad54-0bf19b64d51c.Kinect,6/6/2018,0.0111915698616489,1.5,1.5,1.5,0.27,1.23,1.5,1.24,1.14,0,0.08,0,0,0,0
3f837a33-54a5-4e7c-92fb-ec32ff43cfbe.Kinect,8/27/2018,0.775998748937153,0.25,1.5,1.5,0,0,0,0,0,0,0.24,0.05,0,0,0
458f0974-5fc5-4941-bd5a-feae698312ab.Kinect,9/19/2018,0.805853363059084,0,1.14,1.42,0.02,0.24,0,0,0,0.13,0.08,0,0,0,0
bd876bdb-692f-4ef4-8c40-15b56eefec5e.Kinect,10/4/2018,0.630201433842988,0.9,1.5,1.5,0.01,0.13,0,0,0,0,0.58,0,0,0,0
c2a93bb0-91e7-458c-8b67-3a7a07d76ffc.Kinect,10/23/2018,0.617344720478977,0.97,1.41,1.44,0.01,0.35,0.04,0.01,0,0.02,0.47,0,0,0,0
8a3d0a3a-6a7d-4490-b292-fbbe161e8cbd.Kinect,7/18/2018,0.622400548877598,0.27,0.37,0.24,0.34,0.62,1.24,0,0,0,0,0,0,0,0
4b0feb78-4e16-469d-965b-cb744cfd0b23.Kinect,5/9/2018,0.793564228351444,0,0.78,0.78,0,0.04,0,0.02,0,0.03,0.59,0,0,0,0
640c944d-52fe-4221-9b92-ad93a74e8680.Kinect,6/20/2018,0.218895462026408,0.22,1.05,1.14,0.07,1.26,0,1.08,0,0,1.5,0,0,0,0
ddca3592-385c-47c3-b77a-045fa4338448.Kinect,8/20/2018,0.561489886424612,1.28,0.96,0.87,0,0,1.06,0,0,0,0,0,0,0,0
82a75e8b-7f52-47f2-9bd8-744bd919d5c5.Kinect,8/22/2018,0.913602550421074,0,0.26,0.21,0.01,0.35,0,0,0,0,0,0,0.12,0,0
6910d258-c988-474e-858f-f212dab5aece.Kinect,5/9/2018,0.841610280244804,0,1.49,1.5,0.07,0,0,0,0,0,0,0,0,0,0
dbb54c52-66a4-46a0-8aeb-515de7350380.Kinect,5/23/2018,0.386137565495539,0,0.37,1.22,0.73,1.09,0.23,0.67,0,0,1,0,0,0,0
f3d2f21f-c9c8-4d85-b492-f33230ff1847.Kinect,7/20/2018,0.523364119361434,0,0.6,0.7,1.14,1.5,0,0.74,0,0,0.53,0.16,0,0,0
44f02817-3009-4f46-bc52-2ac4c69defb6.Kinect,7/9/2018,0.57921112872413,1.5,1.3,1.25,0.07,0,0,0.04,0,0.62,0.11,0,0,0,0
84aa8394-4e7d-48fc-9a8f-0e899183c96e.Kinect,7/20/2018,0.678192386540617,1.13,1.27,1.38,0.57,0.68,0,0,0,0,0,0,0,0,0
73fb0c03-3c28-44ca-a177-e18b8780de45.Kinect,8/13/2018,0.372523016688234,0,0.07,0.1,0.5,1.07,1.26,1.24,0,0,0.03,0,0,0,0
b7517707-58e1-476e-8073-32a6598d6133.Kinect,6/19/2018,0.593213248708991,0,1.08,1.27,0,0.22,0,0,0,0,0.86,0,0,0.2,0.14
2ee320ec-c2e5-45cc-a8ac-219af4ed4d65.Kinect,10/26/2018,0.837106353773799,0.08,1.42,1.5,0,0,0,0,0,0,0.02,0,0,0,0
efa350c1-ab10-404e-aa81-02cd5b8334e1.Kinect,8/29/2018,0.785023278453665,0.34,1.5,1.5,0,0,0.06,0.01,0,0,0.07,0,0,0,0
5443e1f4-af4d-4b98-9597-eda7cbb8a71b.Kinect,8/17/2018,0.434671916587735,0,1.08,0.13,0,0.45,0,0,0,0,0,0.02,1.5,0.01,0.27
6160d983-eca5-489d-90df-33e0b247b092.Kinect,6/19/2018,0.544996373341737,0,1.06,0.74,0,0,0,0,0.54,0,1.19,0.03,0,0,0
b382ae8b-4aac-4082-9365-0b1f5d87cb63.Kinect,7/26/2018,0.610488579055603,0.58,0.67,0.02,0.4,0.28,1.09,0,0,0.01,0,0,0,0,0
9038af51-6b88-4869-8a68-fc6ce359fe2f.Kinect,7/11/2018,0.0270156334013869,1.08,1.49,1.5,0.7,1.38,1.01,1.5,0,0,0.36,0,0,0,0
ecc33ac4-68c5-4541-aa91-7b1f613c8446.Kinect,9/26/2018,0.423714273693614,0,1.08,0.13,0,0.45,0,0,0,0,0,0.01,1.5,0.01,0.3
2867c151-2f63-4342-b8c5-8956c998a8f2.Kinect,7/12/2018,0.572170182597962,1.06,1.5,1.5,0.21,0.86,0,0.17,0,0,0.24,0,0,0,0
97045874-70e9-4a41-b221-ef2cc2a3e646.Kinect,7/25/2018,0.742382154691346,0.11,1.02,0.24,1.31,1.34,0.02,0,0.02,0,0,0,0,0,0
5c1dc3a5-e917-411a-83a5-a6bd80a64ab5.Kinect,9/10/2018,0.512377479625566,1.06,1.13,0.99,0,0.08,1.29,0,0,0,0,0,0,0,0
c2b8843f-297a-4a30-a4dd-a263e5ff643c.Kinect,8/20/2018,0.95506388294624,0.02,0.12,0.06,0,0.2,0,0,0,0,0.04,0,0,0,0
ed841eea-3e87-4e6a-bee9-f23911f24afd.Kinect,7/26/2018,0.766592470695473,0.82,1.37,1.32,0,0.06,0,0,0,0,0.03,0,0,0,0
81fd7afa-715d-420f-894a-37b061e9e3bf.Kinect,7/18/2018,0.593366394838047,0,0,0,1.3,1.5,0,0,0,0,0,1.03,1.16,0.06,0.06
6782f8cd-f297-4788-9720-068d0a987d23.Kinect,10/19/2018,0.729861023232766,0,1.1,1.28,0.77,0.02,0,0,0,0.03,0.32,0,0,0,0
5e15432d-5484-4537-b92b-4fac2c9c6f18.Kinect,8/23/2018,0.686151546558484,0.14,1.48,1.49,0.21,0.51,0.01,0.08,0,0,0,0.38,0,0,0
b151601f-e235-4cdc-9063-4f2af0b4a29b.Kinect,7/18/2018,0.388979903511301,0.05,0,0,1.23,1.28,0,1.06,0,0,0,1.32,0.43,0,0
a62c5b4d-53b6-45f2-915d-31c281c078cc.Kinect,9/26/2018,0.941851194194238,0,0.53,0.51,0,0,0,0,0,0,0.02,0,0,0,0
3237d08b-9559-4437-b8a5-709428c6065f.Kinect,7/18/2018,0.585128199231318,0,1.5,1.37,0,0.04,0,0,0,0,1.05,1.19,0,0.05,0
ce711574-f7db-496d-b2ed-6b68fdb90a50.Kinect,7/26/2018,0.714946746807585,0,1.46,1.44,0.02,0.51,0.39,0,0,0,0.04,0,0,0,0
4f00e531-9ab4-4f6f-8042-4e595e83f727.Kinect,8/23/2018,0.838938715514981,0,1.36,1.19,0,0.23,0,0,0,0,0,0,0,0,0
093f1383-2c3c-444a-8358-b38a719e166a.Kinect,7/27/2018,0.627720876255483,0.31,1.07,0.15,0.2,1.36,0,0,0,0,0,0.22,0,0.13,0
60822e21-eaaa-4bf1-a54a-05f8b9621e75.Kinect,9/9/2018,0.722521882269626,0,1.04,1.08,0.11,1.37,0,0.1,0,0,0,0.01,0,0.02,0
586bdd45-02ad-46db-8b8c-4573962fdff0.Kinect,9/11/2018,0.705528712931438,1.13,1.11,1.03,0.52,0.26,0,0,0.07,0,0,0,0,0,0
77a7fb25-192a-4370-9f83-d90b4ba3f864.Kinect,9/26/2018,0.345583109386556,1.26,1.07,1.21,1.2,1.5,0,1.25,0.62,0,0,0.03,0,0,0
6cec06f6-da79-4292-867d-e76ae5412877.Kinect,7/24/2018,0.909578270988964,0,0.54,0,0.21,0.35,0,0,0,0,0,0,0,0,0
d86dace7-a5ae-48a8-8313-83ee4d75cd8a.Kinect,8/15/2018,0.408180282293032,0,1.08,0.13,0,0.42,0,0,0,0,0,0.01,1.5,0.01,0.35
09d280ec-a9f2-4381-885e-65cf117f7183.Kinect,9/6/2018,0.0741380732129352,0,1.01,0.01,0.02,0,0,0,0,0,0,1.35,1.5,0.21,1.3
753c6a94-2aae-493c-9e6e-f4b137e14ff8.Kinect,8/15/2018,0.465646362817767,0,1.26,1.05,0,0,0,0,0,0,0,0,1.47,0.2,0.28
6a679e9e-5e4d-4cfa-8e84-cb8a479257af.Kinect,10/19/2018,0.60367197283551,0,1.2,1.17,0,0.33,0,0,0,0,0.11,1.12,0,0.04,0
f079c39f-817f-4c2f-b811-43cea7ed32d2.Kinect,5/31/2018,0.884144945146833,0,0.07,1.15,0,0,0,0,0,0,0,0,0,0,0
43feb3cf-0143-448d-8793-7884edb9fb9e.Kinect,7/20/2018,0.680569108398102,1.41,1.19,1.32,0.19,0.26,0,0,0.09,0,0,0,0,0,0
768097d3-f042-472c-94a2-c8ab6c8039aa.Kinect,8/23/2018,0.648947283752998,0,1.37,1.46,0,0,0,0,0,0,1.02,0,0,0,0
af2fc129-4f0a-4afa-8e8a-9140b1bdbb6f.Kinect,8/23/2018,0.630744257121253,0,1.5,1.48,0,0,0,0,0,0,1.09,0,0,0,0
317fb3c4-4353-41b3-b387-70037a3eabd6.Kinect,7/16/2018,0.344901202293583,1.45,1.15,1.17,1.02,1.06,0.18,0,1.24,0,0,0,0,0,0
07aa791a-3e56-4c14-97ed-768463c13358.Kinect,7/27/2018,0.667420106655368,0.03,0.24,0,0.27,1.27,0,0,0,0,0,0.73,0,0.07,0
86989f7c-c48e-4571-ab43-adf62f3accbc.Kinect,8/13/2018,0.30812627388316,0.76,1.41,1.5,0.02,1.45,0.56,1.04,0,0,0,0,0,0,0
35efbfa4-365b-4642-8b43-f441931f2243.Kinect,5/30/2018,0.768432230620617,0,0,1.24,0.2,0.4,0,0.25,0,0,0,0.07,0,0,0
6ede1b0d-06a8-4cb7-bb83-c7e418635855.Kinect,9/26/2018,0.49913562611862,0,1.27,1.26,0.06,0.7,0,0.79,0,0,0.71,0,0,0,0
d8e7c688-5e73-46c9-9d82-c27a6cf9d1d4.Kinect,6/1/2018,0.722499610043165,0,1.3,1.04,1.12,1.24,0,0,0.04,0,0,0.06,0.01,0,0
df38f99e-0698-4c14-bdd8-da6fcad20cbf.Kinect,6/27/2018,0.176170250296749,1.03,1.5,1.5,1.39,1.45,1.06,0,0,0,1.06,0,0,0,0
db64d814-ea78-4509-87a4-4ffd55ca25ef.Kinect,8/15/2018,0.407010392355953,0,1.08,0.13,0.01,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
0dac51ef-dc38-49b2-895c-0e089b3b5719.Kinect,8/27/2018,0.680764898016201,0.34,1.5,1.5,0,0.07,0.12,0.13,0,0,0.37,0.01,0,0,0
9b627db3-77ab-4989-8474-4d768ee489bf.Kinect,7/11/2018,0.681449875132125,1.17,1.24,1.25,0.75,0.67,0,0,0,0,0,0,0,0,0
ff514cba-6c5e-41a9-9936-3e8400565c8d.Kinect,10/9/2018,0.407197108990292,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
5db76b56-7224-4087-83f7-c58240d5b4f4.Kinect,5/30/2018,0.463509840117464,0,0.81,1.05,1.32,1.13,0,1.49,0,0,0,0,0,0,0
0a0e7eb7-a0bc-4b04-839c-0b0ae2fa8f34.Kinect,7/20/2018,0.194654463404075,0,0.67,0.26,1.16,1.38,1.5,1.5,0,0,0,0,0,0,0
0e732358-b13a-4384-908e-f7e47961ed69.Kinect,5/31/2018,0.417481711346174,1.47,1.19,1.5,0.73,0.56,0,0.75,0,0,0.29,0,0,0,0
97d9b0dd-bd36-4f0a-83e6-af2f40ef40be.Kinect,6/20/2018,0.601499153898272,0.01,1.21,1.27,0.5,0.48,0,0.09,0,0,0.99,0.03,0,0,0
156cacfb-1265-439e-a0fc-1b1b7389d987.Kinect,8/26/2018,0.409353822742946,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.34
e861e8b7-b440-4cfe-9e71-383c4804701b.Kinect,8/24/2018,0.134015922162831,0,1.5,0.44,0,0.05,0,0,0,0.17,0,0,1.5,0.55,1.02
164e688e-d349-4455-84cb-a73c52e6f8ac.Kinect,8/15/2018,0.407352574987341,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
c2f40c54-498d-4358-87ca-ae663f7df024.Kinect,9/11/2018,0.767314610366405,0,1.5,1.38,0,0,0.41,0,0,0,0,0,0,0,0
130734b2-5981-45cf-b1e7-0e78f94574f6.Kinect,7/27/2018,0.512927205364059,1.14,0.7,0.01,0.68,1.5,0.45,0.05,0,0.03,0.25,0,0,0,0
ef49ad90-0b6d-4d00-b007-bbc0ddee151d.Kinect,7/31/2018,0.738330631664804,0.88,1.37,1.36,0.13,0.28,0,0,0,0,0.03,0,0,0,0
1169f409-1d6d-4d3f-a077-f3a01fc6d288.Kinect,9/7/2018,0.861206666701387,0.34,0.4,0.67,0.07,0.28,0.01,0.01,0,0,0,0,0,0,0
5906490b-1a5e-40ed-b2ad-bfa4c1bc4c9b.Kinect,8/15/2018,0.892227649871961,0,0.96,1,0,0.03,0,0,0,0,0,0,0.02,0,0
2679b6ce-65fe-46c0-970d-7e0a226a9a4e.Kinect,6/11/2018,0.174566840748997,0,1.16,1.5,0.02,1.04,0.82,1.26,0,0.76,0.03,0,0,0,0
69a7ab96-496d-4237-b8a9-7e4ffb9564ce.Kinect,7/20/2018,0.285438443412632,0,1.41,1.35,0.9,1.44,0,1.08,0,0.04,1.05,0,0,0,0
c5ef7bf4-a6ad-46ff-badd-135d645555fb.Kinect,6/8/2018,0.83518981615911,0,1.06,1.13,0,0.43,0,0,0,0,0.03,0,0,0,0
795a2e67-7de8-4e28-8cf5-8ec2f684707a.Kinect,7/31/2018,0.652026085841347,0,0.99,0.08,0.07,1.02,0.6,0,0,0.01,0.11,0,0,0,0
42a11f80-ca9f-4ad9-b5dd-967dc5fdc37e.Kinect,10/26/2018,0.70999964958052,0.19,1.5,1.5,0.08,0,0,0,0,0,0.41,0.05,0,0,0.07
3694f9f1-7445-45c6-9800-105bc7a02e55.Kinect,8/29/2018,0.655078466355411,0,0.18,0.25,0.02,1.18,0,0,0,0,0,1,0,0,0
3b7f52b5-51f8-4e54-8644-a4b2bc22971a.Kinect,7/18/2018,0.424175405052562,1.22,1.12,0.5,1.03,1.15,0,0,1.12,0,0,0,0,0,0
04473818-402d-4a11-81a1-a0383233009f.Kinect,7/20/2018,0.740686635672873,0,1.24,1.14,0,0.14,0.17,0,0,0,0.42,0,0,0,0
991c20a5-1bb4-4634-a07c-ed4d546c9d3b.Kinect,8/1/2018,0.854484434664639,0,0.41,0.77,0.21,0.68,0,0,0,0,0,0,0,0,0
f45de2ed-446f-48e9-91a1-f5211a3535ab.Kinect,6/19/2018,0.760210335362212,0,0.09,1.08,0.01,0,0,0.1,0,0,0.53,0,0,0,0
9529240d-1630-464c-8de0-109c07c4bdde.Kinect,7/12/2018,0.348281177152367,1.3,1.5,1.5,0.85,1.04,0.93,0,0,0.3,0.39,0,0,0,0
6adb6f6f-6b14-48c2-a0c2-ba9da50a23da.Kinect,7/31/2018,0.726934206430212,0.07,1.37,1.19,1.28,0.79,0,0,0,0,0,0,0,0,0
bb89a97a-a528-4954-84ea-f098ad571b4f.Kinect,8/24/2018,0.01,0,1.16,0.61,0,0.2,0,0,0,0,0,1.36,1.5,1.37,1.48
8f44b802-ed3c-46b7-8e19-6c116efec164.Kinect,8/8/2018,0.843886432769434,0,0.34,1.17,0.07,0.32,0,0,0,0,0,0,0.02,0,0
36e7f9fe-331c-4d8a-a0b0-60e0aa077215.Kinect,10/9/2018,0.447628572336308,0,1.07,0.11,0,0.38,0,0,0,0,0,0.01,1.5,0,0.26
33f47b11-5b3c-4f5d-b372-aae758f8975e.Kinect,9/20/2018,0.17442235657,1.33,1.47,1.43,0,0.51,1.04,1.22,0,0,0,0,0.19,0,0
57b6decd-d8da-45b2-9061-c3367082ae7a.Kinect,6/5/2018,0.782476929620214,0.01,1.46,1.49,0,0,0.09,0,0,0,0.23,0,0,0,0
183e5019-3c44-42d2-b552-50e7a31f1e0f.Kinect,7/17/2018,0.893481516309401,0,1.01,0.84,0,0.04,0,0,0,0,0,0,0,0,0
ce39e45a-9f4c-4942-a50a-ff502b6ad995.Kinect,10/19/2018,0.764110213750961,0,1.42,1.5,0.01,0,0,0,0,0,0.24,0.07,0,0.08,0
d2bd710d-f46a-4d6d-8474-ba00aa330cea.Kinect,5/10/2018,0.69504776802562,1.09,1.5,1.5,0.12,0.01,0,0,0,0,0.16,0,0,0,0
586a4efc-c44d-4a53-a930-4eba771b98a5.Kinect,8/15/2018,0.408875886987099,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.34
8508245f-843b-43ac-a38e-8b266c0c6b04.Kinect,8/24/2018,0.0944517319407524,0,1.5,1.26,0,0,0,0,0,0.5,0,0,1.5,1.13,1.07
c3542c30-bb87-4cec-994a-948601dada0f.Kinect,8/25/2018,0.407476168799912,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
c5dde20b-5b1a-4035-9616-8ef0b47bb486.Kinect,8/27/2018,0.764389746481663,0,1.42,1.5,0,0,0,0,0,0,0.42,0,0,0,0
fd71dc96-a81b-46f6-a9d3-c5f4ba616da0.Kinect,9/4/2018,0.777631986763744,0,1.5,1.5,0,0,0,0,0,0,0.36,0,0,0,0
c59cea34-dedb-4fda-8ef0-df4cf3b3c756.Kinect,7/23/2018,0.835062013089597,0,0.02,0,1,0.01,0.02,0,0,0.28,0,0,0,0,0
0c18cac8-07b9-4ec5-9d46-519a6bd5f2b5.Kinect,10/19/2018,0.546062200939201,1.04,1.34,1.37,0.41,0.97,0.17,0,0.08,0,0.31,0,0,0,0
f845ffbe-5829-435c-8ce8-1fcffe9c80a6.Kinect,5/21/2018,0.430870548427817,1.1,1.04,0.46,0,0.26,1.5,0.13,0,0,0,0,0,0,0
a4667f36-b051-4aa9-b7be-647c974a0ed0.Kinect,9/26/2018,0.01,0.18,1.17,1.32,0,0.21,1.31,0.31,0,0.4,0.9,1.5,0,1.5,0
5dac5f86-3cfe-4fc6-870b-e7210381731a.Kinect,8/13/2018,0.652344297655779,0,0.4,0.21,0.01,1.1,0.66,0.31,0,0,0,0,0,0,0
3fad2e71-dc48-415a-b05e-cd387cf514b9.Kinect,8/22/2018,0.482845310786118,1.14,1.5,1.27,0.15,0.37,0.16,0.02,0.02,0,0.88,0,0,0,0
db8c4794-beb5-4699-b64e-cb8d7fe98320.Kinect,8/23/2018,0.473010065969562,0.01,1.5,1.5,0,0,1.02,0,0,0,0.84,0,0,0,0
2b1f824e-cafa-48b6-941d-f436b543e3be.Kinect,10/18/2018,0.662885231490338,1.28,1.03,1.03,0.14,0.97,0,0,0,0,0.03,0,0,0,0
0bee754a-6eaa-499f-a9e8-ccca6aaab0c2.Kinect,7/24/2018,0.290466266022893,1.02,1.43,1.33,0,0.37,0.16,0,0,0,0,0.58,1.5,0,0.23
576ef284-edd2-480c-ab58-03e109a3bbd7.Kinect,9/7/2018,0.533644803157177,1.5,1.33,1.5,0.5,0.61,0,0,0.48,0.03,0,0,0,0,0
c86cbd71-962b-4885-96e3-a960bd1e89b9.Kinect,9/19/2018,0.70233540741057,0,1.11,1.16,0.63,1.05,0,0,0,0.08,0.37,0,0,0,0
5d0810f4-6ecc-41bd-83ba-f512176ddf55.Kinect,8/31/2018,0.267811375694906,1.02,1.01,1.01,0,0.47,1.14,0,1.25,0,0,0,0,0,0
315a5309-5f24-4c26-a291-739a1ec0bd25.Kinect,9/11/2018,0.670542896827082,0.3,0.2,0,1.1,1.19,0.79,0,0,0,0,0,0,0,0
28a8db8e-d663-4485-a3d1-e35913e8d08b.Kinect,9/11/2018,0.679480228063435,0.2,0.19,0,1,1.15,0.34,0,0,0,0.48,0,0,0,0
03b9581d-c921-491f-b0fc-8eec907a0732.Kinect,6/20/2018,0.79250949821385,0,0.24,0.33,0.04,0.26,0.28,0,0.03,0.41,0.39,0,0,0,0
9f61f30c-d0a7-41f3-971f-d6eb1dad7ea1.Kinect,6/27/2018,0.767632813637983,1.09,1.09,1.11,0.11,0,0,0,0,0,0,0,0,0,0
bfc6854c-6b5a-4790-886a-113b2adbe5c7.Kinect,9/25/2018,0.416697058153433,0,1.08,0.14,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.32
03c2d19a-3fe4-4d51-8829-f952be7a8be2.Kinect,9/26/2018,0.75097403652933,0.52,0,0.2,0,0.12,0.64,0.17,0,0,0,0,0,0,0
eafb2f40-7941-4f14-ae3a-daecab1dadc6.Kinect,10/26/2018,0.74663855776163,1.03,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0
720283d5-a61e-48a7-a723-0fcd05de8088.Kinect,9/4/2018,0.713729538277374,0.08,1.5,1.5,0,0.06,0.04,0,0,0,0.55,0,0,0,0
faafb670-b301-49b8-a85d-9f3e5d613e3c.Kinect,9/11/2018,0.247180693224763,0,0.3,1.09,0.29,1.5,0,0,1.33,0,0.03,1.13,0,0,0
f2e4d887-f2e7-476e-9e8c-5f961237985c.Kinect,10/19/2018,0.838767098573239,0,1.34,1.39,0.05,0,0,0,0,0,0,0.07,0,0,0
42ebef3c-f34e-4808-94f8-15fadecde113.Kinect,9/11/2018,0.756761084880889,1.05,1.18,1.01,0.12,0.16,0,0,0,0,0,0,0,0,0
170e7964-a856-41cd-891a-4624460e9990.Kinect,6/19/2018,0.76511813592012,0.63,1.34,1.47,0,0,0,0,0,0,0.11,0,0,0,0
c718b404-85a8-4d5c-86ed-09bcf5690f94.Kinect,7/12/2018,0.534416918009053,1.28,1.5,1.42,0.65,0.97,0.01,0,0.01,0,0.41,0,0,0,0
4e57b131-1c60-498d-a438-548c59268ce5.Kinect,9/11/2018,0.152239668625418,0.98,1.3,1.29,0.09,1.01,1.48,0,0,0,1.09,0,0,0,0
c8ea08eb-f99f-4a7b-804c-930466aea7d8.Kinect,9/19/2018,0.672599893408739,0,1.46,1.46,1.24,1.5,0,0.15,0,0,0,0,0,0,0
8a390876-c222-4adb-ac07-cef013cd134d.Kinect,8/23/2018,0.600590018285992,0.08,1.43,1.47,0,0,0.1,0,0,0,1.1,0,0,0,0
b1e6eaca-3245-4be7-bafc-0abd09cd5bdd.Kinect,7/11/2018,0.671578577123919,1.15,1.36,1.37,0.75,0.29,0,0,0,0,0,0,0,0,0
2f9b2d90-c842-4075-90c3-18ac3b8259e5.Kinect,6/5/2018,0.618251382436764,0,1.42,1.41,0,0.01,0.17,0,0,0,1,0,0,0,0
22d7b4ae-6277-468c-bac0-7f04aafbf1d2.Kinect,8/29/2018,0.86913876848987,0,0,0,0.42,1.02,0,0,0,0,0.14,0.02,0,0,0
56f9be8c-e181-4674-99fb-a6a1d2708df8.Kinect,8/29/2018,0.97878083431925,0,0.06,0.08,0,0.1,0,0,0,0,0,0,0,0,0
bf991a78-7840-4bd7-b046-1e569687f322.Kinect,6/11/2018,0.736496903145199,1.1,1.24,1.18,0.06,0.01,0.04,0,0,0,0.06,0,0,0,0
364534b4-8a78-4dd2-961c-a8fa3a47b795.Kinect,7/20/2018,0.233005161162184,0,1.16,0.4,0.5,0,1.5,1.5,0.29,0,0,0,0,0,0
7c162cd2-5013-4f5c-8da3-3ff1d7d81b9d.Kinect,6/19/2018,0.750741681556498,0,1.37,1.28,0,0,0.23,0,0,0,0.32,0,0,0,0
f3ce7b39-1324-4480-80c1-6613cf7726a3.Kinect,6/20/2018,0.852792089578526,0.03,0.12,0.58,0.07,0.26,0,0.02,0,0,0,0.26,0,0,0
61618fd5-49a3-484b-b405-011b63629724.Kinect,8/23/2018,0.407197108990292,0,1.08,0.13,0,0.42,0,0,0,0,0,0.02,1.5,0.01,0.35
6675f9c8-b75c-4033-bb79-80fa416fca6d.Kinect,7/5/2018,0.267201867903512,1.5,1.39,1.5,0.39,1.27,1.11,0.03,0.08,0,0.33,0,0,0,0
